方法   pt:6576.291440427422    sum:31635
负担   pt:47.14285714285717    sum:91
认错   pt:47.12820512820515    sum:84
一直   pt:47.000000000000014    sum:84
寺   pt:47.0    sum:81
事情   pt:46.77005347593617    sum:695
美德   pt:46.74285714285712    sum:101
练习   pt:46.444444444444514    sum:169
牟取   pt:46.22222222222222    sum:64
状态   pt:46.18292076618725    sum:1853
贫瘠   pt:46.06060606060608    sum:245
麻将   pt:46.00000000000002    sum:98
体形   pt:46.0    sum:63
出入   pt:46.0    sum:98
耸立   pt:46.0    sum:63
冷   pt:46.0    sum:90
摊   pt:45.86666666666667    sum:73
游说   pt:45.75144539092876    sum:7402
乳房   pt:45.72294372294372    sum:74
帝国主义   pt:45.71428571428571    sum:67
生物   pt:45.63939981587053    sum:876
记叙   pt:45.60000000000008    sum:77
光滑   pt:45.57142857142857    sum:93
灯   pt:45.57142857142854    sum:95
律师   pt:45.523809523809554    sum:231
详述   pt:45.5    sum:95
沙漠   pt:45.466666666666676    sum:96
伤痕   pt:45.33333333333333    sum:74
烧饼   pt:45.333333333333314    sum:68
土产   pt:45.25000000000011    sum:177
怀孕   pt:45.230880230880224    sum:200
活埋   pt:45.09999999999998    sum:291
山谷   pt:45.0    sum:75
医生   pt:44.96246297562091    sum:686
理发   pt:44.77777777777779    sum:89
扭结   pt:44.750000000000036    sum:235
排演   pt:44.66666666666667    sum:80
倍数   pt:44.57142857142857    sum:58
床单   pt:44.5    sum:87
盐   pt:44.29824561403511    sum:123
品行   pt:44.19047619047621    sum:75
器具   pt:44.18181818181818    sum:74
修理   pt:44.0    sum:60
狂奔   pt:44.0    sum:78
观望   pt:44.0    sum:70
并吞   pt:44.0    sum:65
传授   pt:44.0    sum:96
屠杀   pt:44.0    sum:57
类推   pt:44.0    sum:88
下雨   pt:44.0    sum:75
减半   pt:44.0    sum:70
丘   pt:43.99999999999996    sum:245
小   pt:43.92857142857143    sum:76
真理   pt:43.87878787878786    sum:114
离婚   pt:43.833333333333385    sum:162
行业   pt:43.674508920526144    sum:1720
承继   pt:43.666666666666686    sum:98
诉讼   pt:43.53846153846153    sum:85
密   pt:43.5    sum:70
感觉   pt:43.42857142857142    sum:75
赶快   pt:43.3921568627451    sum:506
鸭   pt:43.33333333333334    sum:73
把握   pt:43.33333333333334    sum:169
考卷   pt:43.33333333333333    sum:61
外祖父   pt:43.26666666666667    sum:80
作家   pt:43.23333333333338    sum:296
卷   pt:43.21212121212118    sum:234
发光   pt:43.11111111111113    sum:121
保佑   pt:43.0    sum:91
修改   pt:42.989441930618334    sum:889
动弹   pt:42.809309922417135    sum:1061
小麦   pt:42.66666666666667    sum:64
无理   pt:42.66666666666667    sum:184
上市   pt:42.565110565110565    sum:384
精神病   pt:42.5    sum:63
懒惰   pt:42.5    sum:86
心窍   pt:42.48484848484857    sum:274
不足   pt:42.4    sum:74
不便   pt:42.343470483004246    sum:3303
报答   pt:42.19622641509428    sum:387
解雇   pt:42.07142857142857    sum:76
贫乏   pt:42.000000000000014    sum:78
被告人   pt:42.0    sum:69
回声   pt:42.0    sum:55
教室   pt:42.0    sum:108
是非   pt:42.0    sum:113
吃苦   pt:42.0    sum:57
阴   pt:41.99999999999999    sum:80
溪涧   pt:41.75    sum:58
退休   pt:41.49999999999999    sum:172
照相机   pt:41.085714285714275    sum:346
侨民   pt:41.067448680351895    sum:71
真假   pt:41.0    sum:89
金   pt:40.99999999999999    sum:182
瓤   pt:40.94117647058823    sum:336
点燃   pt:40.904761904761905    sum:126
购买者   pt:40.833333333333336    sum:115
激素   pt:40.83186813186813    sum:97
敌对   pt:40.75    sum:70
赔偿   pt:40.714285714285694    sum:95
巧合   pt:40.59999999999999    sum:97
灭绝   pt:40.57142857142858    sum:107
向来   pt:40.5    sum:67
咬   pt:40.38181818181825    sum:165
朋友   pt:40.333333333333336    sum:76
为什么   pt:40.00000000000001    sum:70
服务员   pt:40.0    sum:105
吸血鬼   pt:40.0    sum:44
门票   pt:40.0    sum:82
牌子   pt:40.0    sum:68
适应   pt:40.0    sum:92
史书   pt:40.0    sum:109
激昂   pt:40.0    sum:87
偷懒   pt:40.0    sum:68
揭穿   pt:40.0    sum:75
汤药   pt:39.95454545454545    sum:182
帐目   pt:39.666666666666664    sum:112
血统   pt:39.60000000000001    sum:60
大度   pt:39.595238095238116    sum:120
骨   pt:39.57575757575758    sum:77
阶   pt:39.5    sum:129
缝补   pt:39.5    sum:61
雾   pt:39.333333333333336    sum:88
教条   pt:39.09090909090905    sum:324
写实   pt:39.0    sum:60
倍增   pt:39.0    sum:63
奔波   pt:39.0    sum:74
告罄   pt:39.0    sum:61
气喘   pt:38.993548387096766    sum:90
桌子   pt:38.82499999999996    sum:283
出钱   pt:38.8    sum:90
展览   pt:38.66666666666667    sum:78
不确定性   pt:38.66666666666666    sum:240
罐子   pt:38.571428571428584    sum:61
倔强   pt:38.5    sum:64
无力   pt:38.46031746031744    sum:168
袭击   pt:38.43137254901961    sum:75
画像   pt:38.34313725490195    sum:120
游人   pt:38.33333333333336    sum:113
剽窃   pt:38.30143540669857    sum:77
魔鬼   pt:38.1904761904762    sum:61
仙女   pt:38.120000000000005    sum:75
罪犯   pt:38.0    sum:64
长   pt:38.0    sum:58
衬衣   pt:37.66666666666667    sum:91
反省   pt:37.644444444444446    sum:243
细节   pt:37.57142857142879    sum:1327
看见   pt:37.50000000000001    sum:80
款项   pt:37.42566844919823    sum:1981
应该   pt:37.33333333333336    sum:116
坚持   pt:37.33333333333333    sum:63
回眸   pt:37.23809523809523    sum:79
沉默   pt:37.142857142857196    sum:264
橱   pt:37.0    sum:72
体育场   pt:37.0    sum:75
厚道   pt:36.90909090909091    sum:106
无损   pt:36.85714285714286    sum:52
窥探   pt:36.80000000000001    sum:68
雀   pt:36.78260869565216    sum:238
交错   pt:36.666666666666664    sum:57
抽搐   pt:36.666666666666664    sum:59
凑合   pt:36.46153846153846    sum:79
奋进   pt:36.00000000000001    sum:105
女皇   pt:36.0    sum:80
噗   pt:36.0    sum:91
膝   pt:36.0    sum:68
银   pt:36.0    sum:54
幌子   pt:36.0    sum:59
春情   pt:36.0    sum:42
启事   pt:36.0    sum:81
诚实   pt:36.0    sum:101
叹气   pt:36.0    sum:80
囚禁   pt:35.666666666666664    sum:61
反对   pt:35.6513409961687    sum:506
刃   pt:35.6    sum:51
橘   pt:35.52380952380952    sum:66
简陋   pt:35.5    sum:61
出身   pt:35.37777777777776    sum:137
泻   pt:35.294117647058826    sum:49
狐仙   pt:35.142857142857146    sum:50
狂潮   pt:35.04761904761901    sum:150
沉睡   pt:35.0    sum:51
古人   pt:34.900000000000006    sum:65
毒瘤   pt:34.79999999999999    sum:59
伸长   pt:34.63636363636363    sum:121
神经原   pt:34.54545454545463    sum:281
吝啬   pt:34.42857142857143    sum:65
稿件   pt:34.39473684210526    sum:58
肥沃   pt:34.36363636363636    sum:93
往事   pt:34.33333333333333    sum:77
开枪   pt:34.33333333333333    sum:70
唇膏   pt:34.28571428571428    sum:65
猴子   pt:34.234962406015036    sum:72
旁边   pt:34.00000000000009    sum:514
子畜   pt:34.0    sum:68
理想   pt:34.0    sum:63
祝词   pt:34.0    sum:77
回头   pt:34.0    sum:49
慷慨   pt:34.0    sum:104
编织   pt:34.0    sum:47
倡导者   pt:33.888888888888886    sum:68
铲   pt:33.68181818181819    sum:66
定居   pt:33.33333333333335    sum:61
脚   pt:33.33333333333333    sum:45
进攻   pt:33.33333333333333    sum:51
盟国   pt:33.27272727272728    sum:56
引逗   pt:33.2    sum:94
轮换   pt:33.01538461538456    sum:256
尸骨   pt:33.0    sum:56
绷   pt:33.0    sum:138
轻快   pt:33.0    sum:54
感恩   pt:32.83333333333331    sum:117
手机   pt:32.73786407767018    sum:1487
寒风   pt:32.66666666666667    sum:50
搬动   pt:32.66666666666667    sum:42
定局   pt:32.60000000000005    sum:186
人种   pt:32.599999999999994    sum:69
折   pt:32.5    sum:55
首创   pt:32.5    sum:62
收音机   pt:32.4    sum:56
扇   pt:32.4    sum:56
咖啡馆   pt:32.39999999999999    sum:68
失真   pt:32.38095238095238    sum:54
情面   pt:32.13333333333334    sum:69
劳动者   pt:32.0    sum:43
院子   pt:32.0    sum:45
立刻   pt:32.0    sum:92
比率   pt:32.0    sum:54
寂寞   pt:32.0    sum:85
站稳   pt:32.0    sum:46
清高   pt:32.0    sum:53
鲁钝   pt:32.0    sum:60
擦   pt:32.0    sum:50
裁   pt:32.0    sum:128
搜罗   pt:32.0    sum:44
发财   pt:32.0    sum:52
解手   pt:31.87356321839072    sum:369
上瘾   pt:31.799999999999997    sum:60
电话机   pt:31.7539315448658    sum:781
狗   pt:31.624353445415963    sum:867
颈   pt:31.59999999999996    sum:185
善举   pt:31.545454545454476    sum:371
钻   pt:31.400000000000013    sum:167
情调   pt:31.33333333333331    sum:229
骑   pt:31.284313725490186    sum:149
批评   pt:31.2706766917294    sum:334
乡   pt:31.221611721611723    sum:59
木柴   pt:31.19999999999999    sum:49
原料   pt:31.181818181818183    sum:99
漫步   pt:31.028571428571425    sum:56
消遣   pt:31.0    sum:54
下辈   pt:30.800000000000008    sum:66
门面   pt:30.714285714285715    sum:54
耕作   pt:30.666666666666664    sum:40
驾御   pt:30.666666666666664    sum:43
辣椒   pt:30.571428571428584    sum:54
珍珠   pt:30.57142857142857    sum:68
豺狼   pt:30.5    sum:65
潇洒   pt:30.466666666666658    sum:76
已婚   pt:30.428571428571413    sum:66
棒   pt:30.416666666666664    sum:54
腿   pt:30.22222222222218    sum:428
交好   pt:30.16666666666667    sum:88
大国   pt:30.133333333333326    sum:105
驾车   pt:30.083333333333336    sum:52
航路   pt:30.05714285714286    sum:59
老路   pt:30.000000000000053    sum:229
溜走   pt:30.0    sum:49
病情   pt:30.0    sum:66
润泽   pt:30.0    sum:47
完全   pt:30.0    sum:155
好话   pt:30.0    sum:36
消磨   pt:30.0    sum:53
流逝   pt:30.0    sum:75
起飞   pt:30.0    sum:50
妨碍   pt:30.0    sum:113
柱   pt:29.999999999999986    sum:84
羽毛   pt:29.827956989247316    sum:78
暗示   pt:29.777777777777743    sum:181
孕妇   pt:29.714285714285715    sum:47
踪迹   pt:29.6    sum:45
撤兵   pt:29.599999999999994    sum:54
上当   pt:29.5    sum:53
下跪   pt:29.405430500590434    sum:202
睁眼   pt:29.333333333333364    sum:98
不服   pt:29.333333333333357    sum:72
政治   pt:29.326829268292677    sum:737
有恒   pt:29.19999999999998    sum:144
福气   pt:29.14285714285714    sum:54
潮湿   pt:29.09090909090909    sum:61
晦涩   pt:29.066666666666663    sum:55
贿赂   pt:29.0    sum:64
辱骂   pt:29.0    sum:52
揪   pt:28.999999999999993    sum:81
刁滑   pt:28.93333333333333    sum:76
用于   pt:28.440385920176503    sum:2284
下台   pt:28.2857142857143    sum:68
弟   pt:28.276214833759596    sum:181
处世   pt:28.22222222222222    sum:69
番茄   pt:28.200000000000003    sum:49
投递   pt:28.142857142857142    sum:56
长方   pt:28.138775510204088    sum:55
孵   pt:28.000000000000007    sum:106
认识   pt:28.000000000000004    sum:52
圣母   pt:28.0    sum:43
生疏   pt:28.0    sum:48
矿物   pt:28.0    sum:35
砖   pt:28.0    sum:60
普通   pt:28.0    sum:58
晚景   pt:28.0    sum:44
厚意   pt:28.0    sum:70
籍贯   pt:28.0    sum:42
单方   pt:28.0    sum:47
办理   pt:28.0    sum:60
选拔   pt:28.0    sum:52
通商   pt:28.0    sum:61
祭奠   pt:28.0    sum:61
代办   pt:27.999999999999975    sum:172
朝廷   pt:27.885714285714286    sum:60
肿瘤   pt:27.86832986832987    sum:61
习惯   pt:27.857142857143046    sum:849
落下   pt:27.81818181818182    sum:53
姐妹   pt:27.809523809523846    sum:158
下班   pt:27.49999999999997    sum:231
军舰   pt:27.43722943722944    sum:59
缺席   pt:27.428571428571416    sum:82
周济   pt:27.357142857142854    sum:76
准时   pt:27.333333333333343    sum:99
家族   pt:27.333333333333325    sum:235
屏气   pt:27.0    sum:126
惨境   pt:27.0    sum:39
慰劳   pt:27.0    sum:43
撑   pt:26.983333333333345    sum:320
审判员   pt:26.90476190476191    sum:58
勺子   pt:26.68181818181818    sum:46
朝代   pt:26.666666666666668    sum:39
馒头   pt:26.599999999999994    sum:54
市场   pt:26.5    sum:115
阴魂   pt:26.4    sum:48
作物   pt:26.235714285714288    sum:59
鼠   pt:26.105263157894736    sum:54
翻   pt:26.000000000000007    sum:39
修长   pt:26.0    sum:34
卖家   pt:26.0    sum:57
第四   pt:26.0    sum:49
坏事   pt:26.0    sum:96
剧团   pt:26.0    sum:35
屏障   pt:26.0    sum:47
繁多   pt:26.0    sum:59
呼叫   pt:26.0    sum:60
恭喜   pt:26.0    sum:119
迁居   pt:26.0    sum:57
原籍   pt:25.99999999999997    sum:273
剧院   pt:25.66666666666667    sum:51
总司令   pt:25.666666666666664    sum:50
病历   pt:25.66666666666666    sum:58
放慢   pt:25.66666666666666    sum:52
网   pt:25.59999999999995    sum:3554
拥护   pt:25.507246376811594    sum:46
逃窜   pt:25.5    sum:52
垂死   pt:25.444444444444443    sum:43
飞   pt:25.4    sum:80
摘   pt:25.333333333333336    sum:37
生肉   pt:25.285714285714278    sum:74
招聘   pt:25.199999999999946    sum:264
残废   pt:25.166666666666668    sum:49
人杰   pt:25.0    sum:42
客人   pt:25.0    sum:36
纪念品   pt:25.0    sum:41
亮   pt:25.0    sum:116
光照   pt:25.0    sum:88
牲畜   pt:24.8    sum:42
讲台   pt:24.66666666666667    sum:45
樱桃   pt:24.666666666666668    sum:41
俗话   pt:24.666666666666668    sum:51
交谈   pt:24.66666666666666    sum:157
公公   pt:24.57142857142857    sum:43
还击   pt:24.42857142857143    sum:41
戏目   pt:24.333333333333332    sum:48
脸色   pt:24.222222222222204    sum:83
指针   pt:24.083333333333336    sum:39
亲自   pt:24.00000000000001    sum:149
动作   pt:24.000000000000004    sum:50
代表   pt:24.0    sum:45
黑   pt:24.0    sum:57
物资   pt:24.0    sum:40
平地   pt:24.0    sum:33
熟食   pt:24.0    sum:47
狐   pt:24.0    sum:34
夹   pt:24.0    sum:37
拷贝   pt:24.0    sum:32
交界   pt:24.0    sum:38
效劳   pt:24.0    sum:70
幻境   pt:24.0    sum:29
论调   pt:24.0    sum:30
但是   pt:24.0    sum:42
成全   pt:24.0    sum:38
对视   pt:24.0    sum:65
自责   pt:24.0    sum:39
让座   pt:24.0    sum:32
冲击   pt:24.0    sum:34
整编   pt:24.0    sum:102
演奏   pt:24.0    sum:36
谱曲   pt:24.0    sum:32
混进   pt:24.0    sum:30
发胖   pt:24.0    sum:38
相反   pt:24.0    sum:55
戒除   pt:24.0    sum:30
鸡蛋   pt:23.999999999999993    sum:153
伤口   pt:23.833333333333336    sum:72
讲和   pt:23.76190476190478    sum:120
空隙   pt:23.666666666666664    sum:41
衣橱   pt:23.533333333333328    sum:67
相识   pt:23.500000000000004    sum:40
良心   pt:23.39999999999999    sum:66
乞讨   pt:23.33333333333334    sum:158
设宴   pt:23.200000000000003    sum:40
血液   pt:23.0    sum:80
迁就   pt:23.0    sum:39
暴躁   pt:23.0    sum:55
泄恨   pt:23.0    sum:35
秉承   pt:23.0    sum:41
吮   pt:22.933333333333337    sum:110
虐待   pt:22.8    sum:42
茶   pt:22.77501329080276    sum:74
万国   pt:22.719999999999775    sum:1012
祝福   pt:22.666666666666675    sum:131
流氓   pt:22.66666666666667    sum:52
配角   pt:22.666666666666668    sum:36
饮料   pt:22.666666666666654    sum:136
汤圆   pt:22.626026272578006    sum:49
甜食   pt:22.599999999999994    sum:38
贵族   pt:22.545454545454547    sum:54
烘   pt:22.545454545454547    sum:39
备件   pt:22.51428571428572    sum:41
理发店   pt:22.5    sum:45
裣衽   pt:22.333333333333332    sum:63
触角   pt:22.285714285714285    sum:34
徒弟   pt:22.190988223246286    sum:51
理由   pt:22.153846153846104    sum:810
热能   pt:22.043478260869566    sum:61
同班   pt:22.0    sum:45
屋主   pt:22.0    sum:43
灰尘   pt:22.0    sum:54
相信   pt:22.0    sum:36
孝顺   pt:22.0    sum:33
冷盘   pt:22.0    sum:46
弯路   pt:22.0    sum:36
教义   pt:22.0    sum:45
户籍   pt:22.0    sum:33
凤   pt:22.0    sum:38
次要   pt:22.0    sum:36
陈列   pt:22.0    sum:49
安全   pt:22.0    sum:99
推   pt:22.0    sum:81
浑水摸鱼   pt:22.0    sum:40
铺   pt:22.0    sum:36
救命   pt:22.0    sum:46
谋事   pt:22.0    sum:44
褪色   pt:22.0    sum:35
谴责   pt:21.928571428571423    sum:68
小时   pt:21.81818181818162    sum:2049
角落   pt:21.799999999999997    sum:162
谦让   pt:21.666666666666668    sum:34
脊   pt:21.599999999999998    sum:34
桃   pt:21.5    sum:28
肘   pt:21.5    sum:39
长势   pt:21.5    sum:30
婉转   pt:21.5    sum:43
孱弱   pt:21.5    sum:51
黏土   pt:21.333333333333336    sum:37
着数   pt:21.333333333333336    sum:44
脱稿   pt:21.333333333333336    sum:39
失约   pt:21.33333333333333    sum:39
污垢   pt:21.272727272727273    sum:43
